,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4056037_E5e4_run23,https://zenodo.org/records/4056037,seg_0_Protein,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4388378_md328,https://zenodo.org/records/4388378,seg_0_CHL1,?,seg_1_DPPC,?,seg_3_CL,?,seg_4_SOL,?,seg_2_NA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13236220_md_MANF_amber99SBws_model6,https://zenodo.org/records/13236220,seg_1_SOL,?,seg_2_NA,?,seg_0_Protein_chain_A,?,seg_3_CL,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,825387_md-production_4,https://zenodo.org/records/825387,seg_1_HA8,?,seg_4_CL,?,seg_2_SOL,?,seg_3_NA,?,seg_0_CD44_link,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4056037_E3e4_run94,https://zenodo.org/records/4056037,seg_0_Protein,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6778139_run_pope_sdg_lipid17,https://zenodo.org/records/6778139,seg_1_SOL,?,seg_0_POPE,?,seg_2_SDG,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4056037_E5e4_run43,https://zenodo.org/records/4056037,seg_0_Protein,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30865_run_200ns_gpu,https://zenodo.org/records/30865,seg_0_POPC,?,seg_1_SOL,?,seg_3_CL,?,seg_2_NA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3604448_S-1-330,https://zenodo.org/records/3604448,seg_5_CL-,?,seg_2_W,?,seg_1_DPPC,?,seg_3_WF,?,seg_4_NA+,?,seg_0_EPHA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22109204_equilibration,https://zenodo.org/records/22109204,seg_5_POPI,?,seg_11_POPI,?,seg_2_POPE,?,seg_0_CHOL,?,seg_4_POPS,?,seg_6_CHOL,?,seg_7_POPC,?,seg_12_W,?,seg_1_POPC,?,seg_3_DPSM,?,seg_9_DPSM,?,seg_10_POPS,?,seg_8_POPE,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,573257_23l-dlpc,https://zenodo.org/records/573257,seg_0_PROA,?,seg_5_CLA,?,seg_1_PROB,?,seg_3_TIP3,?,seg_4_SOD,?,seg_2_DLPC,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1198171_topol,https://zenodo.org/records/1198171,seg_1_SOL,?,seg_3_CLA,?,seg_0_POPC,?,seg_2_CAL,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3497211_tprfile,https://zenodo.org/records/3497211,seg_10_CL_s,?,seg_0_POPC,?,seg_2_POPC,?,seg_6_POPC,?,seg_5_POPCpos,?,seg_9_CA_s,?,seg_3_POPCpos,?,seg_4_POPC,?,seg_7_POPCpos,?,seg_8_SOL,?,seg_1_POPCpos,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7696648_hMff_40SDS_monomer_CHARMM36m_OPC_37C_replica0,https://zenodo.org/records/7696648,seg_0_SDS,?,seg_3_SOL,?,seg_2_SOD,?,seg_1_PROA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10684029_pops_k,https://zenodo.org/records/10684029,seg_0_POPSS,?,seg_1_SOL,?,seg_2_K_s,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11219521_OMPC_mono_l,https://zenodo.org/records/11219521,seg_1_TIP3,?,seg_0_OMPC,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,838635_DPPC-298K-56,https://zenodo.org/records/838635,seg_1_SOL,?,seg_0_DPPC,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,238943_pull22,https://zenodo.org/records/238943,seg_0_POPC,?,seg_2_POPC,?,seg_4_POPC,?,seg_8_SOL,?,seg_7_CL,?,seg_5_NP1,?,seg_3_POPS,?,seg_1_POPS,?,seg_6_K,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4056037_E11e4_run92,https://zenodo.org/records/4056037,seg_0_Protein,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,887351_topol,https://zenodo.org/records/887351,seg_1_SOL,?,seg_2_XCA,?,seg_0_POPC,?,seg_3_XCl,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4643554_topol,https://zenodo.org/records/4643554,seg_3_WF,?,seg_1_POPC,?,seg_0_POPX,?,seg_2_W,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3989057_md1us5,https://zenodo.org/records/3989057,seg_1_SOL,?,seg_2_NA,?,seg_0_Protein_chain_A,?,seg_3_CL,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4056037_E7e4_run17,https://zenodo.org/records/4056037,seg_0_Protein,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7125315_4a_rep04,https://zenodo.org/records/7125315,seg_1_DMF,?,seg_0_AMA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4071677_P50_285,https://zenodo.org/records/4071677,seg_1_OMPA,?,seg_8_W,?,seg_6_FOCA,?,seg_10_NA+,?,seg_4_ATPS,?,seg_2_OMPG,?,seg_5_GLPF,?,seg_9_WF,?,seg_7_DPPC,?,seg_11_CL-,?,seg_0_EPHA,?,seg_3_BTUB,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4056037_E11e4_run83,https://zenodo.org/records/4056037,seg_0_Protein,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1409551_ca300,https://zenodo.org/records/1409551,seg_4_CA,?,seg_2_SOL,?,seg_0_POPC,?,seg_3_K,?,seg_5_CL,?,seg_1_POPS,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4056037_E11e4_run97,https://zenodo.org/records/4056037,seg_0_Protein,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,825185_pull_30,https://zenodo.org/records/825185,seg_1_HA4,?,seg_2_SOL,?,seg_4_CL,?,seg_3_NA,?,seg_0_CD44_link,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7125315_4a_rep02,https://zenodo.org/records/7125315,seg_1_DMF,?,seg_0_AMA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24132366_md_1684,https://zenodo.org/records/24132366,seg_2_JZ4,?,seg_4_NA,?,seg_1_Protein_chain_C,?,seg_0_Protein_chain_A,?,seg_3_SOL,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,825383_md-production_5,https://zenodo.org/records/825383,seg_2_SOL,?,seg_4_CL,?,seg_3_NA,?,seg_0_CD44_link,?,seg_1_HA16,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7125315_3b_rep02,https://zenodo.org/records/7125315,seg_1_DMF,?,seg_0_AMA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4056037_E7e4_run36,https://zenodo.org/records/4056037,seg_0_Protein,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6943086_DOPC_293_large,https://zenodo.org/records/6943086,seg_1_TIP3,?,seg_0_DOPC,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3604448_S-7-285,https://zenodo.org/records/3604448,seg_5_CL-,?,seg_2_W,?,seg_1_DPPC,?,seg_0_FOCA,?,seg_3_WF,?,seg_4_NA+,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4071451_M2_290,https://zenodo.org/records/4071451,seg_5_CL-,?,seg_2_W,?,seg_1_DPPC,?,seg_3_WF,?,seg_0_OMPA,?,seg_4_NA+,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3448608_MchDnaB1_HAA_extein,https://zenodo.org/records/3448608,seg_0_Protein,?,seg_1_SOL,?,seg_2_NA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7010996_md0,https://zenodo.org/records/7010996,seg_6_Protein7,?,seg_12_CL,?,seg_10_SOL,?,seg_5_Protein6,?,seg_0_Protein,?,seg_1_Protein2,?,seg_2_Protein3,?,seg_8_Protein9,?,seg_3_Protein4,?,seg_7_Protein8,?,seg_11_NA,?,seg_4_Protein5,?,seg_9_Protein10,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,846428_lp200,https://zenodo.org/records/846428,seg_1_OMPA,?,seg_8_W,?,seg_6_FOCA,?,seg_10_NA+,?,seg_4_ATPS,?,seg_2_OMPG,?,seg_5_GLPF,?,seg_9_WF,?,seg_7_DPPC,?,seg_11_CL-,?,seg_0_EPHA,?,seg_3_BTUB,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3572241_M2,https://zenodo.org/records/3572241,seg_5_CL-,?,seg_2_W,?,seg_1_DPPC,?,seg_3_WF,?,seg_0_OMPA,?,seg_4_NA+,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4056037_E7e4_run77,https://zenodo.org/records/4056037,seg_0_Protein,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3448608_gp41-1WCT_HN,https://zenodo.org/records/3448608,seg_1_SOL,?,seg_2_NA,?,seg_0_Protein_chain_A,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4056037_E5e4_run12,https://zenodo.org/records/4056037,seg_0_Protein,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4439339_flat_ternary_r3,https://zenodo.org/records/4439339,seg_2_CHOL,?,seg_3_W,?,seg_1_DPPC,?,seg_4_WF,?,seg_0_DIPC,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4056037_E3e4_run61,https://zenodo.org/records/4056037,seg_0_Protein,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6962715_run_pope_chol_lipid17,https://zenodo.org/records/6962715,seg_2_SOL,?,seg_0_POPE,?,seg_1_CHL,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6526200_prod,https://zenodo.org/records/6526200,seg_0_PROA,?,seg_2_SOD,?,seg_3_CLA,?,seg_1_PROB,?,seg_4_TIP3,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,573257_17l-dopc,https://zenodo.org/records/573257,seg_0_PROA,?,seg_5_CLA,?,seg_2_DOPC,?,seg_1_PROB,?,seg_3_TIP3,?,seg_4_SOD,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7125315_4a_rep8,https://zenodo.org/records/7125315,seg_1_DMF,?,seg_0_AMA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7973838_fb_popc_nak_freecl,https://zenodo.org/records/7973838,seg_0_POPC,?,seg_2_K,?,seg_3_CL,?,seg_1_SOL,?,seg_5_CL,?,seg_4_NA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4627963_nocompound95,https://zenodo.org/records/4627963,seg_5_NA,?,seg_1_POPC,?,seg_3_POPG,?,seg_6_CL,?,seg_0_DPPC,?,seg_4_SOL,?,seg_2_CHL1,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2653841_DLiPC_CG_CHOL10_R8_298,https://zenodo.org/records/2653841,seg_5_WF,?,seg_3_CHOL,?,seg_0_DIPC,?,seg_2_DIPC,?,seg_4_W,?,seg_1_CHOL,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,229332_md80,https://zenodo.org/records/229332,seg_0_POPC,?,seg_1_SOL,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7973838_fb_popc_ext,https://zenodo.org/records/7973838,seg_3_MG,?,seg_4_CL,?,seg_5_NA,?,seg_0_POPC,?,seg_2_K,?,seg_7_CL,?,seg_1_SOL,?,seg_6_CA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2542164_step7_1,https://zenodo.org/records/2542164,seg_2_TIP3,?,seg_0_POPC,?,seg_1_POPS,?,seg_3_POT,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4522359_dppc_128_hexagonal,https://zenodo.org/records/4522359,seg_1_SOL,?,seg_0_DPPC,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7773903_Gwalp_45SDS_dimer_CHARMM36m_OPC_37C_replica0,https://zenodo.org/records/7773903,seg_0_PROA,?,seg_1_SDS,?,seg_3_SOL,?,seg_4_SOD,?,seg_2_PROA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7728323_hMff_45SDS_monomer_CHARMM36m_OPC_37C_replica0,https://zenodo.org/records/7728323,seg_0_SDS,?,seg_3_SOL,?,seg_2_SOD,?,seg_1_PROA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1118682_sim_ECC-POPC_cat-surf-50p_SPCE,https://zenodo.org/records/1118682,seg_6_SPCE,?,seg_5_T7H,?,seg_7_CL_2s,?,seg_0_POPC,?,seg_4_POPC,?,seg_2_SPCE,?,seg_1_T7H,?,seg_3_CL_2s,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,238943_pull28,https://zenodo.org/records/238943,seg_3_POPS,?,seg_6_K,?,seg_0_POPC,?,seg_4_POPC,?,seg_5_NP1,?,seg_1_POPS,?,seg_2_POPC,?,seg_8_SOL,?,seg_7_CL,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8183845_mag2_micelle_50SDS_CHARMM_310K_Na_Neut_OPC_replica2,https://zenodo.org/records/8183845,seg_0_PROA,?,seg_3_SOL,?,seg_1_SDS,?,seg_2_SOD,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3888436_CA_4502_SPCE_FULL,https://zenodo.org/records/3888436,seg_1_CA_d,?,seg_0_SOL,?,seg_2_CL_2d,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4293255_dppc_lo_init,https://zenodo.org/records/4293255,seg_3_TIP3,?,seg_2_DPPCS,?,seg_1_DOPCS,?,seg_0_CHL1,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,545941_md9,https://zenodo.org/records/545941,seg_0_POPC,?,seg_1_TIP3,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8366119_7Q5M_unbiased,https://zenodo.org/records/8366119,seg_2_x77_chainA,?,seg_3_SOL,?,seg_0_Protein_chain_A,?,seg_5_CL,?,seg_1_Protein_chain_B,?,seg_4_NA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4674308_propanediol80,https://zenodo.org/records/4674308,seg_5_NA,?,seg_1_POPC,?,seg_3_POPG,?,seg_6_CL,?,seg_0_DPPC,?,seg_4_SOL,?,seg_2_CHL1,?,seg_7_propanediol,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1488102_ECClipids_5PC-1PS-mix_13CaCl2_298K,https://zenodo.org/records/1488102,seg_2_SOL,?,seg_5_NA_s,?,seg_1_POPC,?,seg_3_CA_2s,?,seg_4_CL_2s,?,seg_0_POPS,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,247202_md47,https://zenodo.org/records/247202,seg_0_DPPC,?,seg_1_SOL,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4056037_E11e4_run0,https://zenodo.org/records/4056037,seg_0_Protein,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,229254_md90,https://zenodo.org/records/229254,seg_0_POPC,?,seg_1_SOL,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3604448_S-4-300,https://zenodo.org/records/3604448,seg_5_CL-,?,seg_2_W,?,seg_1_DPPC,?,seg_3_WF,?,seg_0_BTUB,?,seg_4_NA+,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5025392_OmpF_NEO,https://zenodo.org/records/5025392,seg_2_monomer_C,?,seg_5_DPOG,?,seg_4_POPE,?,seg_11_CA,?,seg_1_monomer_B,?,seg_7_POPO,?,seg_13_CL,?,seg_3_LPS,?,seg_9_NA,?,seg_0_monomer_A,?,seg_12_NEO,?,seg_6_LPOG,?,seg_8_SOL,?,seg_10_MG,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3956761_332_40_trr,https://zenodo.org/records/3956761,seg_2_CHOL,?,seg_3_DPPC2,?,seg_6_W,?,seg_7_WF,?,seg_1_DOPC,?,seg_0_DPPC,?,seg_4_DOPC2,?,seg_9_CL,?,seg_8_NA,?,seg_5_CHOL,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,439080_dppc-20-310,https://zenodo.org/records/439080,seg_4_CL,?,seg_0_DPPC,?,seg_1_Cholesterol,?,seg_3_NA,?,seg_2_TIP3p,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10037981_md,https://zenodo.org/records/10037981,seg_1_POPC,?,seg_0_TIP3P,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7799316_open4wj_simulation_2,https://zenodo.org/records/7799316,seg_2_SOL,?,seg_4_CL,?,seg_1_DNA_chain_A,?,seg_3_NA,?,seg_0_system1,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11192164_6p_35Q_400K,https://zenodo.org/records/11192164,seg_2_ION,?,seg_1_PW,?,seg_3_CL,?,seg_0_Protein,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7125315_3c_rep8,https://zenodo.org/records/7125315,seg_1_DMF,?,seg_0_AMA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,439080_dppc-0-310,https://zenodo.org/records/439080,seg_1_TIP3p,?,seg_2_NA,?,seg_3_CL,?,seg_0_DPPC,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8053016_MD_3KK8_AdT,https://zenodo.org/records/8053016,seg_0_Protein_chain_E,?,seg_1_SOL,?,seg_2_NA,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4445314_ternary_1_4_20,https://zenodo.org/records/4445314,seg_2_CHOL,?,seg_6_W,?,seg_4_DIPC,?,seg_7_WF,?,seg_0_DPPC,?,seg_9_CL,?,seg_8_NA,?,seg_5_CHOL,?,seg_3_DPPC,?,seg_1_DIPX,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,247202_md100,https://zenodo.org/records/247202,seg_0_DPPC,?,seg_1_SOL,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4674308_propanediol60,https://zenodo.org/records/4674308,seg_5_NA,?,seg_1_POPC,?,seg_3_POPG,?,seg_6_CL,?,seg_0_DPPC,?,seg_4_SOL,?,seg_2_CHL1,?,seg_7_propanediol,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3898344_MONO_550_298K,https://zenodo.org/records/3898344,seg_5_NA,?,seg_1_POPC,?,seg_3_POPG,?,seg_6_CL,?,seg_0_DPPC,?,seg_4_SOL,?,seg_2_CHL1,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
